"title","location","yearsofexperience","yearsatcompany","basesalary","gender","Race"
"Sales","Houston, TX",10,0,148433,"Male","Hispanic"
"Software Engineer","Phoenix, AZ",6,5,138707,"Male","White"
"Software Engineering Manager","Seattle, WA",10,5,199609,NA,NA
"Software Engineer","Bangalore, KA, India",3,2,183550,"Male","Asian"
"Software Engineer","San Jose, CA",10,0,179293,NA,NA
"Software Engineer","Boston, MA",1,1,112046,"Male","White"
"Software Engineering Manager","Bellevue, WA",8,0,345917,"Female","Two Or More"
"Software Engineer","New York, NY",0,0,87834,NA,NA
"Software Engineer","Santa Monica, CA",1,0,169522,NA,NA
"Software Engineer","New York, NY",1,0,138003,NA,NA
"Software Engineer","Salt Lake City, UT",6,0,285888,"Male","White"
"Software Engineer","San Francisco, CA",15,0,219439,NA,NA
"Software Engineer","Bangalore, KA, India",2,2,151858,"Male","Asian"
"Data Scientist","Edinburgh, SC, United Kingdom",3,0,234301,NA,NA
"Software Engineer","Vancouver, BC, Canada",6,1,124072,"Male","Hispanic"
"Product Designer","Seattle, WA",8,0,225423,NA,NA
"Solution Architect","Chicago, IL",15,1,182382,NA,NA
"Software Engineer","Toronto, ON, Canada",1,0,173478,"Male","White"
"Software Engineer","Herndon, VA",4,3,208276,"Male","Asian"
"Software Engineer","Seattle, WA",1,0,127234,"Male","White"
"Software Engineer","Santa Clara, CA",3,3,212719,NA,NA
"Product Manager","Seattle, WA",7,2,195366,NA,NA
"Software Engineer","New York, NY",0,0,141240,"Male","Asian"
"Recruiter","Seattle, WA",4,1,358286,"Female","Asian"
"Product Designer","Seattle, WA",9,1,184347,NA,NA
"Technical Program Manager","New York, NY",16,3,332338,NA,NA
"Software Engineer","Seattle, WA",15,2,165965,"Male","White"
"Software Engineer","Seattle, WA",14,5,171255,NA,NA
"Software Engineer","Seattle, WA",12,3,235432,"Male","White"
"Software Engineer","Seattle, WA",3,1,78446,NA,NA
"Software Engineer","Seattle, WA",0,0,116865,"Male","Black"
"Software Engineer","Seattle, WA",0,0,201711,"Male","Asian"
"Product Manager","Seattle, WA",14,4,83340,"Male","Asian"
"Software Engineer","Seattle, WA",0,0,170370,NA,NA
"Product Designer","Seattle, WA",15,4,249947,NA,NA
"Software Engineer","Vancouver, BC, Canada",6,0,143725,"Male","Asian"
"Software Engineer","New York, NY",9,7,185327,"Male","Asian"
"Software Engineer","Cambridge, MA",5,0,142146,"Male","White"
"Recruiter","San Francisco, CA",12,2,227496,NA,NA
"Solution Architect","Toronto, ON, Canada",2,1,183572,NA,NA
"Software Engineer","Seattle, WA",8,7,224074,"Male","White"
"Recruiter","Seattle, WA",2,1,77601,"Male","Asian"
"Solution Architect","Herndon, VA",15,4,271718,"Male","White"
"Software Engineer","Seattle, WA",2,1,162558,"Male","Asian"
"Software Engineer","Seattle, WA",3,1,188737,NA,NA
"Hardware Engineer","Sunnyvale, CA",6,1,119089,NA,NA
"Software Engineering Manager","Seattle, WA",22,4,94003,NA,NA
"Software Engineer","Sunnyvale, CA",12,3,81047,"Male","White"
"Product Manager","Seattle, WA",10,0,140691,NA,NA
"Software Engineer","Seattle, WA",6,4,249039,NA,NA
"Software Engineer","Seattle, WA",0,0,172934,"Male","White"
"Sales","New York, NY",14,2,87114,"Female","White"
"Solution Architect","Bellevue, WA",3,0,198436,NA,NA
"Product Manager","Seattle, WA",9,1,88777,NA,NA
"Product Manager","Seattle, WA",15,1,166335,"Male","White"
"Business Analyst","Seattle, WA",3,3,199930,"Female","Asian"
"Product Designer","Boston, MA",5,0,117472,"Female","White"
"Software Engineer","Seattle, WA",6,0,340604,NA,NA
"Human Resources","Houston, TX",5,1,143526,NA,NA
"Software Engineer","Seattle, WA",6,0,114565,NA,NA
"Product Manager","Seattle, WA",20,0,254893,"Male",NA
"Software Engineer","San Francisco, CA",6,4,220008,NA,NA
"Software Engineer","Seattle, WA",4,4,203441,NA,NA
"Software Engineer","Cupertino, CA",3,0,180862,NA,NA
"Product Manager","San Francisco, CA",10,1,216084,NA,NA
"Software Engineer","Seattle, WA",4,4,126396,"Male","Asian"
"Software Engineer","Seattle, WA",7,2,237784,"Male","Hispanic"
"Technical Program Manager","Sydney, NS, Australia",17,3,202481,"Male","Two Or More"
"Software Engineer","Seattle, WA",3,2,246701,NA,NA
"Solution Architect","Minneapolis, MN",10,0,262520,NA,NA
"Software Engineer","San Francisco, CA",3,3,122811,"Female","Asian"
"Software Engineer","Seattle, WA",6,6,189716,"Male","White"
"Technical Program Manager","Seattle, WA",20,3,192831,NA,NA
"Software Engineering Manager","Seattle, WA",16,4,276035,NA,NA
"Software Engineering Manager","Seattle, WA",10,6,232852,"Male","Hispanic"
"Recruiter","Seattle, WA",3,1,99733,NA,NA
"Sales","Raleigh, NC",10,0,128007,NA,NA
"Software Engineer","San Francisco, CA",0,0,78054,"Male","White"
"Software Engineer","Seattle, WA",6,6,134830,NA,NA
"Product Manager","Seattle, WA",8,4,88892,NA,NA
"Sales","Seattle, WA",10,2,268763,NA,NA
"Solution Architect","San Francisco, CA",10,0,364769,"Male","White"
"Technical Program Manager","Seattle, WA",14,2,109500,"Male","Hispanic"
"Data Scientist","Seattle, WA",0,0,112692,NA,NA
"Software Engineer","Seattle, WA",11,3,287158,NA,NA
"Software Engineer","Herndon, VA",0,0,150981,NA,NA
"Software Engineer","San Luis Obispo, CA",4,4,182536,"Male","White"
"Hardware Engineer","San Francisco, CA",10,1,140884,NA,NA
"Software Engineer","Seattle, WA",6,2,286408,NA,NA
"Software Engineer","Santa Monica, CA",8,0,205600,NA,NA
"Software Engineer","Seattle, WA",10,7,149919,NA,NA
"Software Engineer","Seattle, WA",2,1,184177,NA,NA
"Product Manager","Seattle, WA",7,4,166133,NA,NA
"Software Engineer","Arlington, VA",0,0,215337,NA,NA
"Software Engineer","Seattle, WA",2,1,147840,"Male","Hispanic"
"Software Engineer","San Francisco, CA",4,2,239723,NA,NA
"Product Manager","Seattle, WA",12,2,206663,NA,NA
"Product Manager","Seattle, WA",11,0,136258,NA,NA
"Software Engineer","Seattle, WA",0,0,320262,NA,NA
"Product Manager","Seattle, WA",4,0,159822,"Male","White"
"Product Manager","Dublin, DN, Ireland",9,0,387775,NA,NA
"Software Engineer","Seattle, WA",5,3,118822,"Male",NA
"Product Manager","Seattle, WA",15,9,215332,NA,NA
"Software Engineer","Nashville, TN",6,0,114432,NA,NA
"Software Engineer","San Luis Obispo, CA",10,8,231302,"Male",NA
"Software Engineering Manager","Seattle, WA",22,16,170302,"Male","White"
"Sales","Seattle, WA",4,4,110327,"Male","White"
"Software Engineer","San Francisco, CA",2,2,380845,NA,NA
"Human Resources","Chennai, TN, India",5,1,181357,NA,NA
"Software Engineer","Seattle, WA",2,0,167297,NA,NA
"Product Manager","Seattle, WA",20,6,113698,NA,NA
"Software Engineer","Seattle, WA",10,5,310888,NA,NA
"Business Analyst","San Francisco, CA",1,0,232689,NA,NA
"Software Engineer","Seattle, WA",6,2,122845,NA,NA
"Software Engineer","Toronto, ON, Canada",2,2,184557,NA,NA
"Product Manager","Seattle, WA",5,0,149526,NA,NA
"Software Engineer","Palo Alto, CA",3,3,264474,"Male","Asian"
"Technical Program Manager","Sunnyvale, CA",10,3,353860,NA,NA
"Software Engineering Manager","Seattle, WA",12,6,84841,"Male","Hispanic"
"Business Analyst","Seattle, WA",3,0,130775,NA,NA
"Sales","Seattle, WA",3,0,145578,NA,NA
"Software Engineer","Santa Cruz, CA",17,1,188613,NA,NA
"Software Engineer","San Francisco, CA",10,2,109660,NA,NA
"Data Scientist","Seattle, WA",13,1,140931,NA,NA
"Recruiter","Dallas, TX",4,1,158028,"Female","Black"
"Software Engineering Manager","Herndon, VA",20,2,193948,"Male",NA
"Sales","Seattle, WA",7,1,200167,NA,NA
"Technical Program Manager","Seattle, WA",10,1,116102,NA,NA
"Software Engineer","Seattle, WA",13,10,166483,NA,NA
"Product Manager","Arlington, VA",0,0,243632,"Female","Asian"
"Software Engineer","Seattle, WA",5,1,88001,"Male","Asian"
"Business Analyst","Seattle, WA",5,1,144060,NA,NA
"Recruiter","Bellevue, WA",20,1,139074,"Female","White"
"Software Engineer","Seattle, WA",6,3,150662,NA,NA
"Software Engineer","Seattle, WA",5,5,332858,NA,NA
"Software Engineering Manager","San Francisco, CA",20,6,343741,NA,NA
"Software Engineer","Seattle, WA",7,6,150074,NA,NA
"Software Engineer","Seattle, WA",6,2,194748,"Male","White"
"Product Manager","Irvine, CA",14,1,282958,NA,NA
"Marketing","Seattle, WA",20,1,255680,NA,NA
"Software Engineer","Seattle, WA",3,3,246901,"Male",NA
"Product Manager","Seattle, WA",15,1,139937,NA,NA
"Software Engineer","Seattle, WA",10,6,290103,NA,NA
"Software Engineer","Vancouver, BC, Canada",5,0,155777,"Female","Black"
"Technical Program Manager","Portland, OR",16,0,227606,"Male","Asian"
"Software Engineer","New York, NY",4,0,150066,"Male","Asian"
"Software Engineer","Seattle, WA",3,0,112105,"Male","Asian"
"Technical Program Manager","Seattle, WA",5,3,244110,"Female","Hispanic"
"Software Engineer","Seattle, WA",2,2,248962,NA,NA
"Product Manager","Palo Alto, CA",10,1,248591,NA,NA
"Software Engineer","Seattle, WA",0,0,189217,NA,NA
"Software Engineer","Seattle, WA",1,1,281798,NA,NA
"Product Manager","Sunnyvale, CA",25,2,241381,"Male","White"
"Software Engineer","New York, NY",0,0,123361,NA,NA
"Software Engineer","Tempe, AZ",5,0,177195,NA,NA
"Software Engineer","New York, NY",0,0,159777,"Male","Asian"
"Software Engineer","Herndon, VA",1,1,208112,"Female","Asian"
"Software Engineer","San Francisco, CA",7,5,210889,NA,NA
"Software Engineer","Seattle, WA",5,5,117224,"Female","Asian"
"Hardware Engineer","Seattle, WA",4,1,205520,"Male","White"
"Software Engineer","Seattle, WA",4,3,329135,"Female",NA
"Software Engineering Manager","Seattle, WA",10,2,209899,"Female","Asian"
"Software Engineer","Seattle, WA",2,0,250129,"Male","Asian"
"Software Engineer","New York, NY",12,0,194294,NA,NA
"Human Resources","Edison, NJ",15,0,185203,NA,NA
"Product Manager","Seattle, WA",9,3,198731,"Female","Hispanic"
"Software Engineer","Bangalore, KA, India",2,1,166784,"Male","Asian"
"Product Manager","Seattle, WA",10,8,272710,NA,NA
"Software Engineer","Seattle, WA",2,2,168276,NA,NA
"Software Engineer","Seattle, WA",3,3,231972,"Male","White"
"Software Engineer","Herndon, VA",4,0,158140,"Male","Two Or More"
"Software Engineer","Sunnyvale, CA",0,0,180140,"Male","Asian"
"Product Designer","Seattle, WA",2,2,141931,"Male","Asian"
"Software Engineer","Seattle, WA",12,7,99296,NA,NA
"Software Engineer","Seattle, WA",36,15,109732,"Male","White"
"Software Engineer","Arlington, VA",2,0,137762,"Male","Two Or More"
"Software Engineer","Seattle, WA",12,10,253714,NA,NA
"Marketing","Seattle, WA",8,5,252757,"Female","White"
"Software Engineer","Palo Alto, CA",1,0,148615,NA,NA
"Software Engineering Manager","Seattle, WA",24,7,137727,"Male","White"
"Technical Program Manager","Seattle, WA",8,5,157152,NA,NA
"Business Analyst","Seattle, WA",1,0,159985,NA,NA
"Software Engineer","Cupertino, CA",3,0,142290,NA,NA
"Technical Program Manager","New York, NY",24,1,246806,"Female","Asian"
"Software Engineer","New York, NY",6,0,143291,NA,NA
"Solution Architect","New York, NY",15,1,236589,NA,NA
"Software Engineer","Seattle, WA",12,4,151601,NA,NA
"Software Engineer","San Diego, CA",10,3,270746,NA,NA
"Data Scientist","Seattle, WA",4,1,123251,NA,NA
"Data Scientist","Seattle, WA",20,0,188525,NA,NA
"Software Engineer","Seattle, WA",1,1,111490,"Female","Asian"
"Software Engineer","Santa Clara, CA",0,0,139604,NA,NA
"Software Engineering Manager","Seattle, WA",20,7,271985,NA,NA
"Solution Architect","Singapore, SG, Singapore",5,3,109491,"Male","Asian"
"Software Engineer","Seattle, WA",5,0,135444,NA,NA
"Software Engineer","Seattle, WA",1,1,90681,NA,NA
"Software Engineer","Seattle, WA",1,0,171104,"Male","White"
"Software Engineering Manager","Irvine, CA",14,2,256383,NA,NA
"Software Engineering Manager","Seattle, WA",24,7,194625,NA,NA
"Product Designer","Seattle, WA",4,0,182371,"Female","Asian"
"Software Engineer","Seattle, WA",4,4,171353,"Male","White"
"Software Engineer","Seattle, WA",8,0,279987,NA,NA
"Software Engineering Manager","Seattle, WA",14,5,223991,NA,NA
"Software Engineer","Toronto, ON, Canada",0,0,118273,NA,NA
"Business Analyst","Seattle, WA",1,1,218899,NA,NA
"Software Engineering Manager","Seattle, WA",16,5,310212,NA,NA
"Software Engineering Manager","Bellevue, WA",16,16,186641,NA,NA
"Technical Program Manager","Seattle, WA",20,1,293135,"Male","White"
"Software Engineer","Dresden, SN, Germany",1,0,136734,"Male","Asian"
"Product Designer","Amsterdam, NH, Netherlands",9,1,206400,"Male","Two Or More"
"Sales","San Francisco, CA",10,6,216672,NA,NA
"Software Engineer","New York, NY",2,0,185831,NA,NA
"Software Engineer","Seattle, WA",0,0,104933,NA,NA
"Software Engineer","Denver, CO",6,0,202146,"Female","White"
"Software Engineer","Sunnyvale, CA",2,2,92296,"Female","Asian"
"Recruiter","Seattle, WA",11,2,141227,NA,NA
"Human Resources","Seattle, WA",9,0,98113,NA,NA
"Sales","Seattle, WA",4,2,77670,NA,NA
"Product Manager","San Francisco, CA",8,6,142884,NA,NA
"Software Engineer","Seattle, WA",10,1,228779,"Male","Asian"
"Software Engineer","Denver, CO",15,1,206943,NA,NA
"Human Resources","Seattle, WA",20,14,220576,NA,NA
"Software Engineer","Austin, TX",6,0,260548,NA,NA
"Marketing","Seattle, WA",5,2,116369,"Female",NA
"Software Engineer","Seattle, WA",7,3,267888,NA,NA
"Software Engineering Manager","Seattle, WA",20,8,278729,NA,NA
"Software Engineer","Seattle, WA",4,0,149303,"Male","Asian"
"Product Manager","Seattle, WA",10,4,93537,NA,NA
"Software Engineer","Seattle, WA",0,0,166790,NA,NA
"Software Engineer","Rialto, CA",2,2,243245,"Male","White"
"Business Analyst","Seattle, WA",3,2,122558,NA,NA
"Software Engineer","Sunnyvale, CA",12,2,245946,NA,NA
"Marketing","Seattle, WA",5,4,179903,NA,NA
"Software Engineer","New York, NY",0,0,192932,"Male","Asian"
"Software Engineer","Seattle, WA",5,5,272489,"Male","Asian"
"Software Engineer","Seattle, WA",3,1,90904,NA,NA
"Software Engineer","London, EN, United Kingdom",0,0,131136,"Male","White"
"Solution Architect","San Francisco, CA",20,1,277229,NA,NA
"Software Engineer","Seattle, WA",0,0,192471,"Male","Black"
"Product Manager","Seattle, WA",5,4,170022,"Female","White"
"Software Engineer","San Francisco, CA",0,0,101420,NA,NA
"Software Engineer","Dallas, TX",7,1,108698,NA,NA
"Product Designer","Seattle, WA",12,2,152834,NA,NA
"Software Engineer","Seattle, WA",0,0,204759,NA,NA
"Software Engineering Manager","San Francisco, CA",10,6,166394,"Male",NA
"Software Engineer","Bangalore, KA, India",9,3,287251,"Male","Asian"
"Software Engineer","New York, NY",4,0,255451,NA,NA
"Software Engineer","Austin, TX",2,2,83426,"Male","Asian"
"Software Engineer","Seattle, WA",6,1,183204,"Female","Asian"
"Software Engineer","Seattle, WA",0,0,122792,NA,NA
"Software Engineer","Seattle, WA",20,15,194435,NA,NA
"Software Engineer","London, EN, United Kingdom",8,0,144513,"Male","White"
"Solution Architect","New York, NY",13,3,107229,NA,NA
"Software Engineer","Palo Alto, CA",5,1,193951,"Male",NA
"Software Engineer","Seattle, WA",1,0,125354,"Male","Asian"
"Product Manager","San Francisco, CA",8,0,200430,NA,NA
"Recruiter","Bellevue, WA",20,1,171856,"Female","White"
"Software Engineer","Boston, MA",13,0,180000,NA,NA
"Software Engineer","Denver, CO",1,1,117870,NA,NA
"Technical Program Manager","Herndon, VA",15,0,218296,"Male","Asian"
"Software Engineer","Seattle, WA",10,4,349523,NA,NA
"Product Manager","Seattle, WA",11,8,104487,NA,NA
"Software Engineer","Seattle, WA",7,7,161932,NA,NA
"Product Manager","Bangalore, KA, India",10,1,178796,"Male",NA
"Software Engineering Manager","New York, NY",24,3,250479,"Other","Two Or More"
"Software Engineer","Seattle, WA",11,9,225143,"Male",NA
"Data Scientist","Los Angeles, CA",2,2,213827,"Male","White"
"Software Engineer","Seattle, WA",4,0,255756,NA,NA
"Recruiter","Seattle, WA",9,3,162229,"Female","Hispanic"
"Sales","Seattle, WA",8,0,127654,"Male","White"
"Product Manager","Seattle, WA",7,6,80899,NA,NA
"Product Manager","San Francisco, CA",10,5,100073,NA,NA
"Software Engineer","Seattle, WA",4,1,300207,NA,NA
"Software Engineer","Herndon, VA",1,1,126203,"Female","Asian"
"Software Engineering Manager","Seattle, WA",20,0,219654,NA,NA
"Software Engineer","Seattle, WA",2,1,134730,"Male","Two Or More"
"Software Engineer","Austin, TX",2,1,79779,"Female","Asian"
"Software Engineer","Bangalore, KA, India",15,1,141541,"Male",NA
"Solution Architect","Shawnee Mission, KS",7,0,160092,"Male","White"
"Solution Architect","Munich, BY, Germany",12,0,198412,"Male","Hispanic"
"Software Engineer","New York, NY",18,0,251924,"Male","Hispanic"
"Solution Architect","Sunnyvale, CA",8,0,392960,NA,NA
"Product Designer","Seattle, WA",15,0,203739,"Male","Hispanic"
"Software Engineer","Boston, MA",2,2,292735,"Female","White"
"Software Engineer","Denver, CO",12,1,208172,"Female","White"
"Software Engineer","Palo Alto, CA",4,0,109214,NA,NA
"Software Engineer","Seattle, WA",3,3,159393,NA,NA
"Product Manager","Seattle, WA",12,4,209137,NA,NA
"Software Engineer","San Francisco, CA",12,0,207762,NA,NA
"Product Designer","Cincinnati, OH",7,0,181317,NA,NA
"Software Engineer","Dublin, DN, Ireland",5,2,144076,"Male",NA
"Software Engineer","Seattle, WA",8,3,129636,"Male","Asian"
"Software Engineer","Hyderabad, AP, India",6,0,129269,"Male","Asian"
"Software Engineer","New York, NY",10,3,265568,NA,NA
"Sales","Austin, TX",0,0,185674,NA,NA
"Software Engineer","Austin, TX",3,0,133740,NA,NA
"Technical Program Manager","Cambridge, MA",9,3,282570,NA,NA
"Product Manager","Seattle, WA",9,7,142815,"Male","Asian"
"Software Engineer","Palo Alto, CA",13,0,230850,NA,NA
"Software Engineering Manager","Seattle, WA",10,6,249969,NA,NA
"Solution Architect","New York, NY",4,0,230090,NA,NA
"Sales","Seattle, WA",2,2,178125,"Male","White"
"Product Manager","Seattle, WA",4,1,127521,"Female","White"
"Solution Architect","Detroit, MI",15,0,189502,NA,NA
"Software Engineer","Seattle, WA",14,0,189537,"Male","White"
"Software Engineer","Seattle, WA",8,1,184442,NA,NA
"Technical Program Manager","Seattle, WA",8,8,215883,"Female","White"
"Software Engineer","Seattle, WA",0,0,208163,"Female","Asian"
"Software Engineer","Herndon, VA",1,1,152362,"Male","Two Or More"
"Software Engineer","Seattle, WA",2,2,96608,NA,NA
"Solution Architect","Herndon, VA",12,4,115343,"Male","White"
"Software Engineer","Minneapolis, MN",4,1,172282,"Male","Asian"
"Software Engineer","Bellevue, WA",30,0,142665,"Male","White"
"Software Engineer","Vancouver, BC, Canada",4,0,89255,"Male",NA
"Data Scientist","Seattle, WA",10,10,147331,"Male","Asian"
"Software Engineer","Seattle, WA",6,4,162650,"Female","Asian"
"Software Engineering Manager","Arlington, VA",7,0,349802,"Male","White"
"Software Engineer","Seattle, WA",0,0,114075,"Male","Asian"
"Software Engineering Manager","New York, NY",16,4,141427,NA,NA
"Hardware Engineer","Seattle, WA",18,3,246897,NA,NA
"Software Engineer","Seattle, WA",0,0,95613,NA,NA
"Software Engineer","Herndon, VA",3,2,155410,"Male","Hispanic"
"Business Analyst","Seattle, WA",9,7,137291,"Male","Asian"
"Technical Program Manager","Sunnyvale, CA",1,1,209016,NA,NA
"Software Engineering Manager","Hyderabad, TS, India",20,5,112827,"Male","Asian"
"Product Designer","Seattle, WA",9,3,169382,"Female","White"
"Marketing","Seattle, WA",10,6,105556,NA,NA
"Product Manager","Seattle, WA",13,1,255401,NA,NA
"Hardware Engineer","San Francisco, CA",14,3,368150,"Male",NA
"Software Engineer","Seattle, WA",5,2,84915,NA,NA
"Software Engineer","New York, NY",0,0,211019,"Male","Hispanic"
"Software Engineer","Seattle, WA",2,2,286092,"Male",NA
"Software Engineer","Seattle, WA",2,2,173951,NA,NA
"Software Engineer","Seattle, WA",5,5,189624,NA,NA
"Software Engineer","Seattle, WA",4,4,307912,NA,NA
"Software Engineer","Seattle, WA",6,6,151000,"Male","Asian"
"Software Engineer","Vancouver, BC, Canada",1,1,109386,"Male","White"
"Software Engineer","Seattle, WA",13,5,131058,"Male","White"
"Software Engineer","Seattle, WA",12,6,233856,"Male","White"
"Software Engineer","Seattle, WA",10,9,220534,"Male",NA
"Software Engineer","Sunnyvale, CA",10,6,173218,NA,NA
"Solution Architect","Berlin, BE, Germany",10,1,137792,"Male","Hispanic"
"Product Designer","Denver, CO",6,1,248767,"Female","White"
"Recruiter","New York, NY",8,2,185066,"Male","White"
"Software Engineer","Seattle, WA",4,4,93095,NA,NA
"Data Scientist","Seattle, WA",10,10,249543,"Male","Asian"
"Software Engineer","Seattle, WA",3,3,78991,NA,NA
"Software Engineer","Berlin, BE, Germany",2,1,212590,NA,NA
"Marketing","Culver City, CA",5,1,266874,"Male","Hispanic"
"Software Engineering Manager","London, EN, United Kingdom",20,2,228258,NA,NA
"Software Engineer","Palo Alto, CA",3,0,148698,NA,NA
"Recruiter","Seattle, WA",5,5,239825,"Male","Asian"
"Technical Program Manager","Sunnyvale, CA",3,3,150315,NA,NA
"Software Engineer","Seattle, WA",11,8,254764,"Male","Asian"
"Software Engineer","Seattle, WA",4,2,88702,NA,NA
"Software Engineer","Palo Alto, CA",20,1,221385,NA,NA
"Software Engineer","Austin, TX",8,1,195683,"Male","Hispanic"
"Software Engineer","San Francisco, CA",10,0,153124,NA,NA
"Software Engineer","Seattle, WA",15,1,243443,"Male","Asian"
"Software Engineer","Seattle, WA",3,3,164776,"Male","White"
"Software Engineer","Seattle, WA",3,3,169487,"Male","White"
"Software Engineer","Seattle, WA",3,3,284020,"Male","Asian"
"Software Engineering Manager","Seattle, WA",18,9,265153,"Male","Asian"
"Technical Program Manager","Santa Clara, CA",20,1,173747,NA,NA
"Software Engineering Manager","San Jose, CA",11,3,321574,"Male","White"
"Software Engineer","Seattle, WA",2,2,314572,NA,NA
"Software Engineer","Minneapolis, MN",3,2,161266,"Male","White"
"Human Resources","Seattle, WA",10,6,222697,NA,NA
"Software Engineer","Seattle, WA",8,4,128487,NA,NA
"Software Engineer","Seattle, WA",1,1,170419,"Male","Asian"
"Solution Architect","Seattle, WA",19,2,326603,NA,NA
"Sales","New York, NY",5,5,120728,NA,NA
"Marketing","Seattle, WA",6,6,200564,"Female","Asian"
"Mechanical Engineer","Sunnyvale, CA",5,1,131508,NA,NA
"Software Engineer","Seattle, WA",3,0,211133,"Male","Asian"
"Software Engineer","Seattle, WA",1,1,175463,NA,NA
"Software Engineering Manager","Seattle, WA",9,5,301050,NA,NA
"Software Engineer","Seattle, WA",1,0,103535,NA,NA
"Software Engineer","Hyderabad, TS, India",2,0,108329,"Male","Asian"
"Software Engineer","Seattle, WA",0,0,136504,"Female","Hispanic"
"Software Engineer","San Diego, CA",6,2,87946,"Male","Hispanic"
"Software Engineer","New York, NY",15,1,206972,"Male","White"
"Technical Program Manager","Seattle, WA",5,2,138889,"Female","Hispanic"
"Software Engineering Manager","Toronto, ON, Canada",15,1,238939,"Male",NA
"Software Engineer","Berlin, BE, Germany",5,2,209805,"Male",NA
"Data Scientist","Seattle, WA",3,1,185389,NA,NA
"Software Engineer","Seattle, WA",2,2,199385,"Male","Asian"
"Solution Architect","Munich, BY, Germany",12,0,147986,"Male",NA
"Software Engineer","Seattle, WA",0,0,219186,"Male","Asian"
"Software Engineer","Sunnyvale, CA",3,2,219892,NA,NA
"Software Engineer","Hyderabad, AP, India",1,1,137674,"Male","Asian"
"Product Manager","Shanghai, SH, China",15,1,330037,"Female","Asian"
"Software Engineer","San Francisco, CA",2,2,186784,"Male","White"
"Software Engineer","Vancouver, BC, Canada",7,2,234690,"Male","Asian"
"Product Manager","Seattle, WA",18,2,127752,NA,NA
"Software Engineer","Seattle, WA",3,3,248479,NA,NA
"Solution Architect","Seattle, WA",0,0,179353,"Male","White"
"Software Engineer","Seattle, WA",0,0,84216,NA,NA
"Software Engineer","Seattle, WA",3,2,260550,NA,NA
"Software Engineer","Seattle, WA",6,1,119895,"Male","Asian"
"Software Engineer","Portland, OR",5,2,125522,"Male","White"
"Mechanical Engineer","Santa Clara, CA",14,4,368395,"Male","Two Or More"
"Product Manager","Berlin, BE, Germany",10,1,131805,NA,NA
"Software Engineering Manager","New York, NY",20,11,201189,"Male","White"
"Software Engineering Manager","Seattle, WA",12,2,315474,NA,NA
"Software Engineer","Santa Monica, CA",7,0,146615,"Female","White"
"Software Engineer","San Francisco, CA",11,10,95084,"Male",NA
"Software Engineer","Seattle, WA",3,3,189826,"Male","Asian"
"Data Scientist","Seattle, WA",0,0,162166,"Male","Asian"
"Software Engineer","Seattle, WA",8,7,263202,"Female","Asian"
"Software Engineer","Seattle, WA",2,0,205844,"Male","White"
"Software Engineer","Toronto, ON, Canada",0,0,149069,"Male","Asian"
"Software Engineer","Seattle, WA",4,2,186084,NA,NA
"Software Engineering Manager","New York, NY",16,4,351054,NA,NA
"Software Engineer","Herndon, VA",2,2,129965,"Male","White"
"Product Manager","Seattle, WA",6,0,245683,NA,NA
"Software Engineer","Dublin, DN, Ireland",16,4,168358,NA,NA
"Data Scientist","Seattle, WA",10,4,219077,NA,NA
"Software Engineer","Seattle, WA",2,0,229698,NA,NA
"Product Manager","Seattle, WA",5,5,145572,NA,NA
"Software Engineer","Seattle, WA",0,0,200791,"Male","Asian"
"Software Engineer","Palo Alto, CA",0,0,211798,"Female","White"
"Product Manager","Seattle, WA",4,0,148859,NA,NA
"Technical Program Manager","Toronto, ON, Canada",10,7,205968,NA,NA
"Marketing","Seattle, WA",8,1,159926,"Female","White"
"Software Engineer","San Francisco, CA",0,0,120959,"Male","White"
"Software Engineer","Seattle, WA",15,5,239633,"Male","Asian"
"Software Engineer","Vancouver, BC, Canada",1,0,134419,"Male","Asian"
"Software Engineering Manager","San Francisco, CA",5,0,167827,"Male",NA
"Data Scientist","Seattle, WA",5,1,162682,NA,NA
"Software Engineer","Bangalore, KA, India",7,0,168685,"Male","Asian"
"Data Scientist","Seattle, WA",7,4,120739,NA,NA
"Software Engineer","Bangalore, KA, India",5,5,199200,"Male","Asian"
"Software Engineer","Seattle, WA",10,10,393305,"Female","Asian"
"Software Engineer","Gilbert, AZ",7,3,205736,NA,NA
"Software Engineer","Seattle, WA",5,4,231537,"Male","White"
"Software Engineer","Seattle, WA",20,0,143329,"Male","Asian"
"Product Manager","Tokyo, TY, Japan",5,1,98854,NA,NA
"Mechanical Engineer","Boston, MA",4,4,207967,NA,NA
"Product Designer","Vancouver, BC, Canada",10,4,139611,"Female","White"
"Product Designer","New York, NY",7,4,295933,"Female",NA
"Software Engineer","Seattle, WA",9,4,87221,NA,NA
"Business Analyst","Seattle, WA",4,2,317556,"Male",NA
"Sales","Washington, DC",6,1,184191,"Male","Asian"
"Software Engineer","Seattle, WA",0,0,250327,NA,NA
"Software Engineering Manager","New York, NY",17,0,264497,"Male","White"
"Software Engineer","Seattle, WA",10,4,105806,"Male",NA
"Product Manager","San Jose, CA",8,1,237950,NA,NA
"Software Engineer","Seattle, WA",5,2,120928,NA,NA
"Software Engineering Manager","Seattle, WA",20,1,155142,"Male","Asian"
"Software Engineer","Toronto, ON, Canada",5,0,148103,NA,NA
"Product Manager","Seattle, WA",14,1,207334,"Male",NA
"Technical Program Manager","Seattle, WA",15,1,127805,NA,NA
